source_url,broken_target,anchor_text,action_taken,replacement_url,status
https://defiliban.io/cynthia-lummis-urges-immediate-passage-of-the-clarity-act/,https://defiliban.io/western-unions-solana-based-stablecoin-usdpt-goes-live/,stablecoin deployments,replace_link,https://defiliban.io/western-union-solana-based-stablecoin-usdpt-goes-live/,done
https://defiliban.io/corporate-bitcoin-purchases-record-q1-50351-btc/,https://defiliban.io/western-unions-solana-based-stablecoin-usdpt-goes-live/,stablecoin products on major blockchains,replace_link,https://defiliban.io/western-union-solana-based-stablecoin-usdpt-goes-live/,done
https://defiliban.io/upbit-partners-with-optimism-to-launch-giwa-chain-on-op-stack/,https://defiliban.io/western-unions-solana-based-stablecoin-usdpt-goes-live/,major financial institutions have begun deploying blockchain-native products,replace_link,https://defiliban.io/western-union-solana-based-stablecoin-usdpt-goes-live/,done
https://defiliban.io/whale-bc1qfs-buys-bitcoin-daily-since-mar-10/,https://defiliban.io/token-launch-failure-rates-hit-record-levels-as-21shares-researcher-appears-at-ethcc/,record token launch failure rates,replace_link,https://defiliban.io/token-launch-failure-rates-record-levels-21shares-ethcc/,done
https://defiliban.io/us-iran-conflict-odds-70-may-crypto-risk/,https://defiliban.io/token-launch-failure-rates-hit-record-levels-as-21shares-researcher-appears-at-ethcc/,token launch failure rates are already elevated,replace_link,https://defiliban.io/token-launch-failure-rates-record-levels-21shares-ethcc/,done
https://defiliban.io/oakland-crypto-market-maker-wash-trading-charges-gotbit-vortex-antier-contrarian/,https://defiliban.io/token-launch-failure-rates-hit-record-levels-as-21shares-researcher-appears-at-ethcc/,our coverage of record token launch failure rates,replace_link,https://defiliban.io/token-launch-failure-rates-record-levels-21shares-ethcc/,done
https://defiliban.io/top-5-crypto-news-24-hours-metaplanet-circle/,https://defiliban.io/kevin-warsh-fed-chair-hearing-set-for-april-16-amid-probe/,Kevin Warsh Fed Chair Hearing Set for April 16 Amid Probe,replace_link,https://defiliban.io/kevin-warsh-fed-chair-hearing-april-16-fed-probe/,already_clean
https://defiliban.io/cz-why-i-decided-to-go-to-the-us-to-plead-guilty/,https://defiliban.io/less-than-1-of-crypto-protocols-disclose-market-maker-terms-novora-research/,Less Than 1% of Crypto Protocols Disclose Market Maker Terms: Novora Research,replace_link,https://defiliban.io/crypto-protocols-market-maker-terms-disclosure-novora-research/,done
https://defiliban.io/us-spot-bitcoin-etfs-186m-inflows-april-15/,https://defiliban.io/less-than-1-of-crypto-protocols-disclose-market-maker-terms-novora-research/,Less Than 1% of Crypto Protocols Disclose Market Maker Terms: Novora Research,replace_link,https://defiliban.io/crypto-protocols-market-maker-terms-disclosure-novora-research/,done
https://defiliban.io/unified-labs-joins-morpho-risk-curator/,https://defiliban.io/less-than-1-of-crypto-protocols-disclose-market-maker-terms-novora-research/,Less Than 1% of Crypto Protocols Disclose Market Maker Terms: Novora Research,replace_link,https://defiliban.io/crypto-protocols-market-maker-terms-disclosure-novora-research/,done
https://defiliban.io/kb-financial-group-pantera-capital-expand-blockchain-strategy/,https://defiliban.io/nyse-sec-proposal-tokenized-securities-trading/,regulatory proposals around tokenized securities,replace_link,https://defiliban.io/nyse-sec-rule-change-tokenized-securities-trading/,done
https://defiliban.io/bitcoin-transaction-fees-usd-lowest-level-six-years/,https://defiliban.io/nyse-sec-proposal-tokenized-securities-trading/,tokenized securities,replace_link,https://defiliban.io/nyse-sec-rule-change-tokenized-securities-trading/,done
https://defiliban.io/jack-dorsey-helps-launch-new-film-about-julian-assange/,https://defiliban.io/nyse-sec-proposal-tokenized-securities-trading/,NYSE SEC proposal that could open the door to tokenized securities trading,replace_link,https://defiliban.io/nyse-sec-rule-change-tokenized-securities-trading/,done
https://defiliban.io/vanguard-bitcoin-etf-trading-reversal/,https://defiliban.io/kevin-warsh-fed-chair-hearing-set-for-april-16-amid-probe/,broader macro and policy coverage,replace_link,https://defiliban.io/kevin-warsh-fed-chair-hearing-april-16-fed-probe/,done
https://defiliban.io/binance-adds-new-spot-trading-pairs-april-6-2026/,https://defiliban.io/kevin-warsh-fed-chair-hearing-set-for-april-16-amid-probe/,the April 16 Kevin Warsh Fed chair hearing,replace_link,https://defiliban.io/kevin-warsh-fed-chair-hearing-april-16-fed-probe/,done
https://defiliban.io/delphx-capital-markets-delx-crypto-treasury-plans/,https://defiliban.io/us-bitcoin-spot-etfs-167m-net-inflow-march-23/,US Bitcoin spot ETFs have continued logging significant inflows,replace_link,https://defiliban.io/us-bitcoin-spot-etf-net-inflow-march-23-sosovalue/,done
https://defiliban.io/delphx-capital-markets-delx-crypto-treasury-plans/,https://defiliban.io/us-bitcoin-spot-etfs-167m-net-inflow-march-23/,Fear & Greed Index score of 11,replace_link,https://defiliban.io/us-bitcoin-spot-etf-net-inflow-march-23-sosovalue/,already_clean
https://defiliban.io/wallet-0x8315-withdraws-10899-eth-binance/,https://defiliban.io/us-bitcoin-spot-etfs-167m-net-inflow-march-23/,ETF inflow trends across digital assets,replace_link,https://defiliban.io/us-bitcoin-spot-etf-net-inflow-march-23-sosovalue/,done
