source_url,broken_target,anchor_text,action_taken,replacement_url,status
https://defiliban.io/binance-australia-derivatives-fined-10-million-federal-court-onboarding/,https://defiliban.io/bitcoin-etf-inflows-rebound-amid-market-volatility/,broader trend of institutional crypto products,replace_link,https://defiliban.io/bitcoin-etf-inflows-rebound/,done
https://defiliban.io/bitcoin-etf-outflows-171-million-ethereum-etf-inflows-march-26/,https://defiliban.io/bitcoin-etf-inflows-rebound-amid-market-volatility/,Bitcoin ETF inflows had shown signs of rebounding,replace_link,https://defiliban.io/bitcoin-etf-inflows-rebound/,done
https://defiliban.io/drift-protocol-exploiter-buys-1195-eth-wallet-130262-eth/,https://defiliban.io/trader-hxirsk-sells-another-47401-sol-after-16-04m-buy/,Trader HXiRSK Sells Another 47,401 SOL After $16.04M Buy,replace_link,https://defiliban.io/trader-hxirsk-sells-another-47401-sol-after-1604m-buy/,already_clean
https://defiliban.io/kalshi-launch-cryptocurrency-futures-trading/,https://defiliban.io/chip-listed-coinbase-spot-market/,new tokens list on major spot exchanges,replace_link,https://defiliban.io/chip-listed-on-coinbase-spot-market/,already_clean
https://defiliban.io/linked-wallets-0x554-0xf2f-buy-50706-eth-111-62m-usdt/,https://defiliban.io/trump-middle-east-troop-report-crypto-risk-mood/,shifting risk mood tied to geopolitical developments,replace_link,https://defiliban.io/trump-middle-east-troop-report-crypto-risk/,done
https://defiliban.io/blackrock-withdraws-btc-eth-from-coinbase-three-days/,https://defiliban.io/trump-middle-east-troop-report-crypto-risk-mood/,macro risk sentiment,replace_link,https://defiliban.io/trump-middle-east-troop-report-crypto-risk/,done
https://defiliban.io/fear-greed-index-for-btc/,https://defiliban.io/charles-schwab-bitcoin-spot-trading-plans-advance/,Charles Schwab’s advancing spot trading plans,replace_link,https://defiliban.io/charles-schwab-bitcoin-spot-trading-plans/,done
https://defiliban.io/btc-bullish-bearish-social-ratio-5-week-low/,https://defiliban.io/charles-schwab-bitcoin-spot-trading-plans-advance/,Charles Schwab Bitcoin Spot Trading Plans Advance,replace_link,https://defiliban.io/charles-schwab-bitcoin-spot-trading-plans/,done
https://defiliban.io/bifi-fio-fun-mdt-oxt-wan-delisted-binance-spot/,https://defiliban.io/btc-shorts-win-as-trader-0x2fc3-closes-long-at-a-loss/,a tracked BTC derivatives loss event,replace_link,https://defiliban.io/btc-shorts-win-0x2fc3-closes-long-loss-flips-short/,already_clean
https://defiliban.io/bhutan-government-moves-319-7-btc-to-two-wallets/,https://defiliban.io/btc-shorts-win-as-trader-0x2fc3-closes-long-at-a-loss/,BTC Shorts Win as Trader 0x2fc3 Closes Long at a Loss,replace_link,https://defiliban.io/btc-shorts-win-0x2fc3-closes-long-loss-flips-short/,done
https://defiliban.io/circle-usdc-freeze-criticism-drift-exploit/,https://defiliban.io/trader-hxirsk-sells-another-47401-sol-after-16-04m-buy/,Trader HXiRSK Sells Another 47,401 SOL After $16.04M Buy,replace_link,https://defiliban.io/trader-hxirsk-sells-another-47401-sol-after-1604m-buy/,done
https://defiliban.io/new-york-attorney-general-coinbase-gemini-lawsuit/,https://defiliban.io/chip-listed-coinbase-spot-market/,spot market listings,replace_link,https://defiliban.io/chip-listed-on-coinbase-spot-market/,done
