source_url,broken_target,anchor_text,action_taken,replacement_url,status
https://defiliban.io/ethereum-foundation-grant-review-ketman-north-korean-hackers/,https://defiliban.io/kelpdao-exploit-leaves-aave-exposed-to-rseth-bad-debt/,rsETH bad debt exposure around KelpDAO-linked stress,replace_link,https://defiliban.io/kelpdao-exploit-aave-rseth-bad-debt/,done
https://defiliban.io/ethlimo-post-mortem-ens-to-web-dns-hijack/,https://defiliban.io/kelpdao-exploit-leaves-aave-exposed-to-rseth-bad-debt/,KelpDAO’s exploit leaving Aave exposed to rsETH bad debt,replace_link,https://defiliban.io/kelpdao-exploit-aave-rseth-bad-debt/,done
https://defiliban.io/bitcoin-etf-inflows-87k-claim-data-check-april-2026/,https://defiliban.io/kelpdao-exploit-leaves-aave-exposed-to-rseth-bad-debt/,KelpDAO exploit that left Aave exposed to rsETH bad debt,replace_link,https://defiliban.io/kelpdao-exploit-aave-rseth-bad-debt/,already_clean
https://defiliban.io/top-crypto-news-24-hours-strategy-buys-2932-btc/,https://defiliban.io/otc-whale-sells-899999-rave-after-440m-eth-and-296m-cbbtc-buys/,large whale transactions,replace_link,https://defiliban.io/otc-whale-sells-rave-after-eth-and-cbbtc-buys/,done
https://defiliban.io/cz-april-9-interview-internet-blockchain/,https://defiliban.io/otc-whale-sells-899999-rave-after-440m-eth-and-296m-cbbtc-buys/,"OTC whale positioning after 899,999 RAVE sales and large cbBTC buys",replace_link,https://defiliban.io/otc-whale-sells-rave-after-eth-and-cbbtc-buys/,done
https://defiliban.io/bitcoin-etf-flows-today-1d-netflow-4614-btc-7d-7358-btc/,https://defiliban.io/otc-whale-sells-899999-rave-after-440m-eth-and-296m-cbbtc-buys/,recent reporting on OTC positioning around large cbBTC and ETH buys,replace_link,https://defiliban.io/otc-whale-sells-rave-after-eth-and-cbbtc-buys/,done
https://defiliban.io/top-5-crypto-news-last-24-hours-mastercard-kraken/,https://defiliban.io/sec-approves-nasdaq-rule-tokenized-stocks-trading/,SEC’s approval of Nasdaq’s rule for tokenized stocks trading,replace_link,https://defiliban.io/sec-approves-nasdaq-rule-tokenized-stocks-securities-trading/,done
https://defiliban.io/wealthiest-families-parking-money-in-bitcoin/,https://defiliban.io/sec-approves-nasdaq-rule-tokenized-stocks-trading/,SEC’s recent approval of Nasdaq rules for tokenized stock trading,replace_link,https://defiliban.io/sec-approves-nasdaq-rule-tokenized-stocks-securities-trading/,done
https://defiliban.io/800-kw-texas-edition-bitcoin-hash-hut-new-mexico-oil-gas/,https://defiliban.io/sec-approves-nasdaq-rule-tokenized-stocks-trading/,evolving regulatory frameworks,replace_link,https://defiliban.io/sec-approves-nasdaq-rule-tokenized-stocks-securities-trading/,done
https://defiliban.io/btc-shorts-win-0x2fc3-closes-long-loss-flips-short/,https://defiliban.io/bitcoin-week-on-chain-week-14-2026-bouncing-in-a-bear/,"Bitcoin Week On-Chain (Week 14, 2026): Bouncing in a Bear",replace_link,https://defiliban.io/week-on-chain-14-2026-bitcoin-bouncing-in-a-bear/,already_clean
https://defiliban.io/bhutan-government-moves-319-7-btc-to-two-wallets/,https://defiliban.io/bitcoin-week-on-chain-week-14-2026-bouncing-in-a-bear/,"Bitcoin Week On-Chain (Week 14, 2026): Bouncing in a Bear",replace_link,https://defiliban.io/week-on-chain-14-2026-bitcoin-bouncing-in-a-bear/,done
https://defiliban.io/first-ever-bitcoin-rubiks-cube-official-launch/,https://defiliban.io/bitcoin-week-on-chain-week-14-2026-bouncing-in-a-bear/,"Bitcoin Week On-Chain (Week 14, 2026): Bouncing in a Bear",replace_link,https://defiliban.io/week-on-chain-14-2026-bitcoin-bouncing-in-a-bear/,done
https://defiliban.io/ethereum-foundation-l1-l2-vision/,https://defiliban.io/israel-iran-tensions-defi-liquidity-fallout/,DeFi liquidity pullbacks observed during geopolitical shocks,replace_link,https://defiliban.io/israel-iran-defi-liquidity/,done
https://defiliban.io/us-bitcoin-spot-etf-net-inflow-march-23-sosovalue/,https://defiliban.io/israel-iran-tensions-defi-liquidity-fallout/,geopolitical risk events that rippled through DeFi liquidity,replace_link,https://defiliban.io/israel-iran-defi-liquidity/,done
https://defiliban.io/wallet-0x8315-withdraws-10899-eth-binance/,https://defiliban.io/israel-iran-tensions-defi-liquidity-fallout/,geopolitical developments affecting DeFi liquidity,replace_link,https://defiliban.io/israel-iran-defi-liquidity/,done
https://defiliban.io/bitcoin-mining-rewards-sec-protocol-mining-view/,https://defiliban.io/cftc-chair-says-defi-and-prediction-markets-could-restore-trust/,CFTC comments on DeFi and prediction markets,replace_link,https://defiliban.io/cftc-chair-defi-prediction-markets-clearer-us-crypto-rules/,done
https://defiliban.io/bitcoin-price-open-interest-divergence-downside-risk/,https://defiliban.io/cftc-chair-says-defi-and-prediction-markets-could-restore-trust/,CFTC Chair Says DeFi and Prediction Markets Could Restore Trust,replace_link,https://defiliban.io/cftc-chair-defi-prediction-markets-clearer-us-crypto-rules/,done
https://defiliban.io/blackrock-withdrew-6167-btc-from-coinbase-in-2-days/,https://defiliban.io/cftc-chair-says-defi-and-prediction-markets-could-restore-trust/,DefiLiban’s coverage of CFTC and DeFi trust narratives,replace_link,https://defiliban.io/cftc-chair-defi-prediction-markets-clearer-us-crypto-rules/,already_clean
