id,source,matching,destination,type,category,status,ignore
,/bitcoin-etfs-lose-296m-ethereum-etf-flows-weaken/,exact,https://defiliban.io/bitcoin-etfs-outflows-ethereum-inflows/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/based-binance-alpha-defi-liquidity-impact/,exact,https://defiliban.io/based-binance-alpha-listing/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/eth-whales-111-9m-20x-long-draws-focus-as-market-rises/,exact,https://defiliban.io/eth-whale-50000-eth-20x-long-111-9m-market-rebound/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/trust-wallet-ai-agents-binance-220m-user-wallet-enables-crypto-trading-bots/,exact,https://defiliban.io/trust-wallet-ai-agents-crypto-trading-220-million-users/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/genius-featured-on-binance-alpha-evidence-timing-and-what-to-watch/,exact,https://defiliban.io/genius-featured-binance-alpha/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/sen-cynthia-lummis-clarity-act/,exact,https://defiliban.io/cynthia-lummis-urges-immediate-passage-of-the-clarity-act/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/scroll-scr-pre-market-on-binance-why-an-8m-market-cap-is-drawing-attention/,exact,https://defiliban.io/scroll-scr-binance-first-pre-market-8m-market-cap/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/u-s-government-moves-8-2-btc-to-coinbase-prime-in-bitfinex-seized-funds-transfer/,exact,https://defiliban.io/us-government-bitfinex-seized-funds-8-2-btc-coinbase-prime/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/strategy-buys-btc-michael-saylor/,exact,https://defiliban.io/michael-saylor-strategy-buys-22337-btc-1-6-billion/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/dubai-sets-official-rules-for-crypto-exchange-derivatives/,exact,https://defiliban.io/dubai-crypto-derivatives-rules/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/canadian-fintech-delphx-crypto-treasury/,exact,https://defiliban.io/delphx-capital-markets-delx-crypto-treasury-plans/,301,internal-broken-targets-review-round2-2026-05-21,active,
,/bitcoin-etfs-lose-296m-as-ethereum-etf-flows-also-weaken/,exact,https://defiliban.io/bitcoin-etfs-outflows-ethereum-inflows/,301,internal-broken-targets-review-round2-2026-05-21,active,
