source_url,row_count,reason
https://defiliban.io/bitcoin-clears-59k-72k-supply-zone-conviction-pending/,2,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/bitcoin-etf-inflows-rebound/,2,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/coinbase-bitcoin-yield-fund-base-share-claims/,2,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/gemini-collective-lawsuit-investor-misrepresentation/,2,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/institutional-bitcoin-demand-highest-since-october-2025/,2,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/0x58bro-shorts-under-pressure-ena-ltc-bnb-btc-eth-hype/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/258m-crypto-liquidations-bitcoin-118m-4-hours/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/800-kw-texas-edition-bitcoin-hash-hut-new-mexico-oil-gas/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/algorand-foundation-cuts-staff-crypto-market-uncertainty/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/april-7-bitcoin-ethereum-etf-net-flows-update/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/ark-invest-circle-shares-20-drop/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/believe-founder-benjamin-pasternak-arrested-strangulation-assault-charges/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/bhutan-sold-70-percent-bitcoin-holdings-18-months/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/binance-market-maker-guidelines-token-issuer-disclosure/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/bitcoin-80k-odds-top-60k-polymarket-march/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/bitcoin-capital-money-cypherpunk-financial-products/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/bitcoin-conference-las-vegas-set-to-begin-within-24-hours/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
https://defiliban.io/bitcoin-crashes-under-71000-down-5-today/,1,Can be skipped short-term if imported redirects are live; keep for HTML cleanliness pass later.
