source_url,broken_target,anchor_text,action_taken,replacement_url,status
https://defiliban.io/top-5-crypto-news-24-hours-bitcoin-price-drops-trump-iran-threat/,https://defiliban.io/michael-saylor-hints-at-another-bitcoin-buy-with-huge-orange-dot/,Michael Saylor recently hinted at another major Bitcoin purchase,replace_link,https://defiliban.io/michael-saylor-hints-buying-more-bitcoin-huge-orange-dot/,done
https://defiliban.io/bitcoin-etf-inflows-defi-impact/,https://defiliban.io/michael-saylor-hints-at-another-bitcoin-buy-with-huge-orange-dot/,corporate treasury buyers,replace_link,https://defiliban.io/michael-saylor-hints-buying-more-bitcoin-huge-orange-dot/,done
https://defiliban.io/tether-froze-344-million-usdt-us-law-enforcement-requests/,https://defiliban.io/blockchain-capital-plans-700m-raise-for-two-funds/,major crypto fund raises,replace_link,https://defiliban.io/blockchain-capital-plans-to-raise-700-million-for-two-new-funds/,done
https://defiliban.io/lido-proposes-up-to-2500-steth-for-rseth-relief-effort/,https://defiliban.io/blockchain-capital-plans-700m-raise-for-two-funds/,mobilized significant capital,replace_link,https://defiliban.io/blockchain-capital-plans-to-raise-700-million-for-two-new-funds/,done
https://defiliban.io/500m-usdt-transferred-tether-treasury-binance/,https://defiliban.io/t-rowe-price-crypto-etf-s-1-names-anchorage/,T. Rowe Price’s crypto ETF S-1 naming Anchorage,replace_link,https://defiliban.io/t-rowe-price-crypto-etf-s1-anchorage/,done
https://defiliban.io/us-bitcoin-spot-etfs-202-million-net-inflow-march-16/,https://defiliban.io/t-rowe-price-crypto-etf-s-1-names-anchorage/,spot Bitcoin ETFs and newer crypto fund filings,replace_link,https://defiliban.io/t-rowe-price-crypto-etf-s1-anchorage/,done
https://defiliban.io/chip-listed-on-coinbase-spot-market/,https://defiliban.io/upbit-to-list-usd-ai-chip-with-krw-trading-pair-on-april-21/,recent Upbit KRW trading pair addition,replace_link,https://defiliban.io/upbit-list-usd-ai-chip-krw-trading-pair-april-21/,done
https://defiliban.io/chip-listed-on-coinbase-spot-market/,https://defiliban.io/upbit-to-list-usd-ai-chip-with-krw-trading-pair-on-april-21/,added to Upbit with a KRW trading pair,replace_link,https://defiliban.io/upbit-list-usd-ai-chip-krw-trading-pair-april-21/,already_clean
https://defiliban.io/bitcoin-etfs-weekly-inflows-823-million-daily-streak/,https://defiliban.io/grayscale-ethereum-mini-trust-staked-102400-eth-237m/,Grayscale Ethereum Mini Trust staked 102,400 ETH,replace_link,https://defiliban.io/grayscale-ethereum-mini-trust-staked-102400-eth-worth-237-million/,done
https://defiliban.io/xrp-etfs-april-inflows-81-6m-best-month-2026/,https://defiliban.io/remixpoint-buys-19-72-btc-holdings-hit-1471-btc/,corporate Bitcoin accumulation strategies,replace_link,https://defiliban.io/remixpoint-buys-19-72-btc-total-holdings-1471-btc/,done
https://defiliban.io/riot-platforms-deposits-another-500-btc-to-nydig/,https://defiliban.io/remixpoint-buys-19-72-btc-holdings-hit-1471-btc/,Remixpoint recently added 19.72 BTC to its holdings,replace_link,https://defiliban.io/remixpoint-buys-19-72-btc-total-holdings-1471-btc/,done
https://defiliban.io/aave-25000-eth-proposal-kelp-dao-vulnerabilities/,https://defiliban.io/grayscale-ethereum-mini-trust-staked-102400-eth-237m/,Grayscale recently staked 102,400 ETH worth $237 million,replace_link,https://defiliban.io/grayscale-ethereum-mini-trust-staked-102400-eth-worth-237-million/,already_clean
