source_url,broken_target,anchor_text,action_taken,replacement_url,status
https://defiliban.io/bitcoin-ethereum-etf-flows-mar-27/,https://defiliban.io/258m-crypto-liquidated-4-hours-bitcoin-118m/,past high-volatility liquidation events,replace_link,https://defiliban.io/258m-crypto-liquidations-bitcoin-118m-4-hours/,done
https://defiliban.io/bitcoin-eth-drop-defi-liquidation/,https://defiliban.io/258m-crypto-liquidated-4-hours-bitcoin-118m/,$258 million in crypto liquidations within four hours,replace_link,https://defiliban.io/258m-crypto-liquidations-bitcoin-118m-4-hours/,done
https://defiliban.io/crypto-tax-stablecoin-exemption/,https://defiliban.io/258m-crypto-liquidated-4-hours-bitcoin-118m/,recent mass liquidation events,replace_link,https://defiliban.io/258m-crypto-liquidations-bitcoin-118m-4-hours/,done
https://defiliban.io/top-5-crypto-news-24-hours-mstr-buys-7300-btc/,https://defiliban.io/btc-nears-74k-as-bitcoin-breaks-above-73700/,BTC Nears $74K as Bitcoin Breaks Above $73,700,remove_link_keep_text,,done
https://defiliban.io/115-million-liquidated-crypto-market-60-minutes/,https://defiliban.io/btc-nears-74k-as-bitcoin-breaks-above-73700/,BTC Nears $74K as Bitcoin Breaks Above $73,700,remove_link_keep_text,,done
https://defiliban.io/chainalysis-stablecoin-economic-volume-719t-2035/,https://defiliban.io/btc-nears-74k-as-bitcoin-breaks-above-73700/,BTC Nears $74K as Bitcoin Breaks Above $73,700,remove_link_keep_text,,done
https://defiliban.io/whale-bc1qfs-buys-bitcoin-daily-since-mar-10/,https://defiliban.io/bitcoin-at-46-from-ath-is-the-cycle-bottom-in/,Bitcoin at -46% From ATH: Is the Cycle Bottom In?,remove_link_keep_text,,done
https://defiliban.io/us-iran-conflict-odds-70-may-crypto-risk/,https://defiliban.io/bitcoin-at-46-from-ath-is-the-cycle-bottom-in/,Bitcoin's deep drawdown is a cycle bottom,remove_link_keep_text,,done
https://defiliban.io/oakland-crypto-market-maker-wash-trading-charges-gotbit-vortex-antier-contrarian/,https://defiliban.io/bitcoin-at-46-from-ath-is-the-cycle-bottom-in/,our recent Bitcoin cycle-bottom read,remove_link_keep_text,,done
https://defiliban.io/cme-group-bitcoin-volatility-futures-june-1/,https://defiliban.io/google-cloud-solana-foundation-ai-agent-payments/,AI-integrated payment infrastructure,replace_link,https://defiliban.io/google-cloud-solana-foundation-pay-as-you-go-ai-agent-payments/,done
https://defiliban.io/uniswap-dao-votes-proposal-reclaim-42m-uni-delegation-loans/,https://defiliban.io/google-cloud-solana-foundation-ai-agent-payments/,governance design in Web3 ecosystems,replace_link,https://defiliban.io/google-cloud-solana-foundation-pay-as-you-go-ai-agent-payments/,done
https://defiliban.io/gh0st-privacy-trading-infrastructure-launched-bnb-chain/,https://defiliban.io/google-cloud-solana-foundation-ai-agent-payments/,infrastructure for new transaction types,replace_link,https://defiliban.io/google-cloud-solana-foundation-pay-as-you-go-ai-agent-payments/,done
https://defiliban.io/top-5-crypto-news-last-24-hours-mantle-lending-1-35b/,https://defiliban.io/grayscale-hype-etf-claim-lacks-sec-s-1-proof/,TVL-price disconnect,replace_link,https://defiliban.io/grayscale-hype-etf-claim-lacks-sec-s1-proof/,done
https://defiliban.io/strategy-ceo-phong-le-morgan-stanley-msbt-massive-bitcoin-bet/,https://defiliban.io/grayscale-hype-etf-claim-lacks-sec-s-1-proof/,Grayscale's proposed HYPE ETF drew attention,replace_link,https://defiliban.io/grayscale-hype-etf-claim-lacks-sec-s1-proof/,done
https://defiliban.io/haliey-welch-hawk-tuah-meme-coin-crash-response/,https://defiliban.io/grayscale-hype-etf-claim-lacks-sec-s-1-proof/,token launches where promotional claims outpaced legal compliance,replace_link,https://defiliban.io/grayscale-hype-etf-claim-lacks-sec-s1-proof/,done
https://defiliban.io/usdt-tether-launches-self-custodial-tether-wallet-for-end-users/,https://defiliban.io/btc-bitcoin-divergence-spot-rally-as-binance-oi-falls/,BTC Bitcoin Divergence: Spot Rally as Binance OI Falls,replace_link,https://defiliban.io/btc-bitcoin-divergence-spot-rally-binance-open-interest-plunges/,done
https://defiliban.io/goldman-sachs-bitcoin-premium-income-etf-filing/,https://defiliban.io/btc-bitcoin-divergence-spot-rally-as-binance-oi-falls/,divergence in bitcoin market structure,replace_link,https://defiliban.io/btc-bitcoin-divergence-spot-rally-binance-open-interest-plunges/,done
https://defiliban.io/printr-v2-five-fee-distribution-models/,https://defiliban.io/btc-bitcoin-divergence-spot-rally-as-binance-oi-falls/,the recent split between spot bitcoin strength and softer derivatives positioning,replace_link,https://defiliban.io/btc-bitcoin-divergence-spot-rally-binance-open-interest-plunges/,done
